id,type,text1,text2,text3,text4,notes
KE_UE_Dlicacy_IV_desc,CUSTOM,"Delicacy-IV is where Zenith Era's ambition broke. The Three-Day War left the planet scarred, the company routed, and the Hegemony uninterested in occupying ruins with little strategic value. Pirates moved into the wreckage soon after. The labyrinth of shattered cities and battlefield debris still frustrates joint suppression efforts, which is exactly why the pirates stay.",,,,
KE_YZ_YunTing_star_desc,CUSTOM,"YunTing's blue giants flood the system with hard radiation and broad gravitational stress, turning nearby space into a useful kind of hostile. Yunze General Ordnance uses the environment as a natural proving ground, while the same energetic conditions help concentrate volatiles in the system's gas giants.",,,,
KE_YZ_YunTing_I_desc,CUSTOM,"Yunze General Ordnance purchased control of YunTing-I in C200, evacuated the registered population, and converted the planet into a weapons test range. The surface is scarred by decades of trials, misfires, and successful demonstrations. Unregistered settlements still survive in the margins, proof that even a corporate firing range has shadows large enough to live in.",,,,
KE_YZ_YunTing_II_desc,CUSTOM,"YunTing-II once answered to the Persean League. During the Second AI War, Yunze General Ordnance aligned with the Hegemony, removed the old regime, and converted League oversight into a historical grievance. Hegemony Task Force XXVI now guards the system from here, which Yunze calls security and the League calls a reminder.",,,,
KE_YZ_YunTing_III_desc,CUSTOM,"YunTing-III is a desolate world wrapped in a powerful magnetic field that makes clean patrol coverage nearly impossible. Pirates use the interference as shelter, surviving repeated Yunze suppression campaigns with suspicious resilience. Rumors point to quiet Persean League support, though the League continues to issue Yunze weapons contracts with a straight face.",,,,
KE_YZ_YunTing_IV_desc,CUSTOM,"YunTing-IV anchors Yunze's most profitable abyssal engineering: gas-giant extraction platforms, floating-city infrastructure, and volatile processing on a scale large enough to interest the Sindrian Diktat. The headquarters complex hangs at station-like altitude above the deeper atmosphere, part refinery, part city, and part reminder that Yunze learned to build where sane companies only send probes.",,,,
KE_YZ_YunTing_IV_Station_desc,CUSTOM,"Yunze General Ordnance understands floating city technology, but YunTing-IV's risk profile made orbit the cheaper argument. The station houses staff, contractors, and transient crews while maintaining volatile extraction platforms and mining fleets below. It is less a refuge than a logistics decision with windows.",,,,
KE_TA_Skyline_star_desc,CUSTOM,"Skyline's yellow dwarf is unusually polite by Sector standards: steady output, manageable radiation, and enough predictable weather to make long-term aerospace testing practical. Flicker Aviation built its regional hub here because pilots like drama in the cockpit, not from the star.",,,,
KE_TA_Skyline_I_desc,CUSTOM,"Skyline-I combines difficult weather, complex tides, and enough open airspace to make it Flicker Aviation Group's favorite proving ground. Formal flight competitions are held almost every year, though most competitors understand that the real event is Flicker testing what the next generation of pilots will be asked to survive.",,,,
KE_TA_Skyline_II_desc,CUSTOM,"Tri-Tachyon acquired Skyline-II after two years of negotiations, concessions, and threats with better stationery. The planet now hosts dense commercial protection fleets and research teams that officially study market opportunities. Unofficially, everyone knows they are trying to crack Flicker Aviation's technical safeguards without starting a shooting war.",,,,
KE_TA_Skyline_III_desc,CUSTOM,"Flicker Aviation Group's headquarters world is almost entirely ocean, with port cities built at the surface and observation elevators descending through illuminated water columns. Residents come for the quiet and stay for the spectacle: prototype craft skimming cloud banks, diving through spray, and occasionally vanishing beneath the waves for tests nobody admits are military.",,,,
KE_TA_Skyline_III_Station_desc,CUSTOM,"Skyline-III Station is Flicker Aviation Group's central orbital hub. Its construction nearly bankrupted several investors, but the finished complex now anchors traffic for light-years around. A huge spaceport, escort docks, and internal aviation maintenance halls keep Flicker fleets moving; even Sindrian Lion's Guard captains treat the station with professional caution.",,,,
KE_EW_Element_star_desc,CUSTOM,"Element's red giant hammers the system with heat, wind, and exactly the sort of mineral weirdness Monolith Ordnance Group knows how to monetize. The star is hostile, useful, and impossible to ignore, which makes it a fitting heart for an arms conglomerate built around metals, pressure, and bad long-term decisions.",,,,
KE_EW_Element_I_desc,CUSTOM,"Element-I is Monolith Ordnance Group's headquarters world, though most of the headquarters is hidden under desert crust and reachable only through vast secured ports. The official reason is contract confidentiality. The unofficial reason is that after decades of buried expansion, no outside auditor could map the complex and come back popular.",,,,
KE_EW_Element_I_Station_desc,CUSTOM,"Element-I Station handles Monolith's acceptable face: deliveries, negotiations, inspection teams, and projects that do not require everyone involved to pretend they never happened. Its docks, military facilities, and fortress batteries make it the system's traffic hub and its first warning to anyone considering industrial espionage with engines attached.",,,,
KE_EW_Element_II_desc,CUSTOM,"After several major contracts with Monolith Ordnance Group, the Luddic Church purchased Element-II and stationed a large force of Knights there to receive new equipment directly. The system's asteroid density keeps them busy clearing shipping lanes, a practical duty wrapped in the usual language of pilgrimage, vigilance, and sacred labor.",,,,
KE_EW_Element_III_desc,CUSTOM,"Element-III is Monolith's balance sheet made planetary: ore, volatiles, industrial feedstock, and just enough environmental misery to discourage casual tourism. Mining belts, smelters, and orbital processors cover the world in layers of extraction. If Element-I designs the weapons, Element-III pays for the metal.",,,,
KE_EW_Element_IV_desc,CUSTOM,"Element-IV's nearby jump point made the planet strategically valuable before anyone decided what else it was good for. Monolith lacked the military weight to hold it alone, so the group invited the Hegemony to provide security under a long-term defense agreement. Task Force XVII now sits there as a polite, armored fact that Tri-Tachyon protests regularly and changes never.",,,,
